,title,tconst
3126,Crimewave,tt0088967
3127,Big Nothing,tt0488085
3128,Fido,tt0457572
3129,Three... Extremes,tt0420251
3130,Sunset,tt0096193
3131,Feeling Minnesota,tt0116289
3132,Judas Kiss,tt0138541
3133,"War, Inc.",tt0884224
3134,Basket Case 3,tt0103773
3135,The Death of Mr. Lazarescu,tt0456149
3136,The Mod Squad,tt0120757
3137,The Accidental Spy,tt0271946
3138,Freeway II: Confessions of a Trickbaby,tt0175536
3139,Phantasm III: Lord of the Dead,tt0110823
3140,Celine and Julie Go Boating,tt0071381
3141,My Boyfriend's Back,tt0107626
3142,Eddie Murphy: Raw,tt0092948
3143,Burke and Hare,tt1320239
3144,"Monica, O My Darling",tt15128068
3145,Kafka,tt0102181
3146,It's All Gone Pete Tong,tt0388139
3147,Student Bodies,tt0083133
3148,Killers Anonymous,tt8400758
3149,An Eye for an Eye,tt0082350
3150,Eat Locals,tt4401006
3151,Trailer Park Boys: The Movie,tt0425601
3152,Beyond Re-Animator,tt0222812
3153,Control,tt0373981
3154,Anguish,tt0090644
3155,Chastity Bites,tt2145637
3156,The Guilt Trip,tt1694020
3157,Wedlock,tt0103239
3158,Daddy and Them,tt0166158
3159,Art School Confidential,tt0364955
3160,Hollywood Chainsaw Hookers,tt0095312
3161,Life During Wartime,tt0808526
3162,Two Girls and a Guy,tt0124179
3163,Stockholm,tt6474040
3164,Murphy's Law,tt0091575
3165,Prom Night III: The Last Kiss,tt0098136
3166,Extraction,tt4382872
3167,Pandemonium,tt0084464
3168,The Butcher Boy,tt0118804
3169,The Wicker Tree,tt0323808
3170,Arthur Newman,tt1930546
3171,Let's Kill Ward's Wife,tt2980708
3172,Yaksha: Ruthless Operations,tt12663250
3173,The Acid House,tt0122515
3174,The Ice Harvest,tt0400525
3175,In the Company of Men,tt0119361
3176,ExTerminators,tt1209378
3177,Casino Jack,tt1194417
3178,Darling Companion,tt1730687
3179,Serious Moonlight,tt1133993
3180,Stitches,tt2126362
3181,The Vagrant,tt0105719
3182,Bad Kids of Crestview Academy,tt3349578
3183,The Big White,tt0402850
3184,Cosi,tt0115951
3185,The Italian Connection,tt0068902
3186,Mercenaries,tt3598222
3187,Santa's Slay,tt0393685
3188,Of Unknown Origin,tt0086036
3189,Wise Blood,tt0080140
3190,Tough Guys Don't Dance,tt0094169
3191,Turbulence,tt0120390
3192,The Vicious Kind,tt1183921
3193,Fled,tt0116320
3194,Turkey Shoot,tt0082338
3195,Cottage Country,tt2072933
3196,Hollywood Boulevard,tt0074633
3197,See You Up There,tt5258850
3198,Homegrown,tt0119305
3199,Mumford,tt0140397
3200,The Curve,tt0123034
3201,Wish You Were Here,tt0094331
3202,Barcelona,tt0109219
3203,Mad Dog Time,tt0116953
3204,Deal of the Century,tt0085412
3205,Mindhorn,tt4799064
3206,Slipstream,tt0098350
3207,Shopping,tt0111173
3208,The Binge,tt10994688
3209,Cleopatra Jones,tt0069890
3210,A Shock to the System,tt0100602
3211,Stealing Harvard,tt0265808
3212,Another Happy Day,tt1719071
3213,Tormented,tt1100053
3214,Grand Tour: Disaster in Time,tt0104362
3215,Head of the Family,tt0116503
3216,Goodbye Lover,tt0119219
3217,Six Ways to Sunday,tt0127288
3218,The Silence of the Hams,tt0111190
3219,Assassination,tt0092585
3220,Take Me,tt6598626
3221,Ca$h,tt1106860
3222,S.F.W.,tt0111048
3223,Sordid Lives,tt0204640
3224,Eliminators,tt4587366
3225,Henry Fool,tt0122529
3226,Bounty Killer,tt2369396
3227,Last Night,tt0156729
3228,Breathless,tt2005164
3229,Barney Thomson,tt2552394
3230,Bianca,tt0085240
3231,Proof,tt0102721
3232,The Day Shall Come,tt7078658
3233,Manny & Lo,tt0116985
3234,Pretty Persuasion,tt0381505
3235,Surviving Christmas,tt0252028
3236,Phantasm IV: Oblivion,tt0138703
3237,Tonight She Comes,tt5161376
3238,The Dentist 2,tt0161492
3239,Ticker,tt0196158
3240,Hansel & Gretel Get Baked,tt2081194
3241,The Signal,tt0780607
3242,Undead,tt0339840
3243,Dr. Phibes Rises Again,tt0068503
3244,Trailer Park Boys,tt0383678
3245,Ringmaster,tt0165494
3246,The Seduction of Mimi,tt0068950
3247,A Pigeon Sat on a Branch Reflecting on Existence,tt1883180
3248,Braddock: Missing in Action III,tt0094792
3249,The Final Programme,tt0070289
3250,Your Friends and Neighbors,tt0119517
3251,The Happiness of the Katakuris,tt0304262
3252,Kids in the Hall: Brain Candy,tt0116768
3253,Supercop 2,tt0106544
3254,Killing Cabos,tt0380538
3255,Money for Nothing,tt0107594
3256,Girl Walks Into a Bar,tt1682246
3257,Pray for Death,tt0089835
3258,Bait,tt0211938
3259,The Horror of Frankenstein,tt0065851
3260,The Fortune,tt0073008
3261,Pauly Shore Is Dead,tt0284674
3262,Bone,tt0068306
3263,Good Neighbours,tt1576440
3264,It's a Disaster,tt1995341
3265,Suck,tt1323605
3266,Red Scorpion,tt0098180
3267,The Baker,tt0783234
3268,Herod's Law,tt0221344
3269,Happy Campers,tt0210094
3270,Love and Human Remains,tt0107447
3271,The Last Remake of Beau Geste,tt0076297
3272,Little Murders,tt0067350
3273,Twenty Bucks,tt0108410
3274,Camouflage,tt0150021
3275,The Saddest Music in the World,tt0366996
3276,Doctor Mordrid,tt0104115
3277,Snatchers,tt10009030
3278,13: Game of Death,tt0883995
3279,Panic,tt0194218
3280,Used People,tt0105706
3281,Cold Turkey,tt0066927
3282,Terminal Exposure,tt0094122
3283,Eat the Rich,tt0092944
3284,Apartment Zero,tt0094667
3285,Curdled,tt0115994
3286,Shank,tt1320296
3287,Jack Brooks: Monster Slayer,tt0816539
3288,Funny Bones,tt0113133
3289,High Risk,tt0114437
3290,A Force of One,tt0079168
3291,12 Rounds 2: Reloaded,tt2317524
3292,Vulgar,tt0120467
3293,Where's Poppa?,tt0066563
3294,Poor White Trash,tt0204350
3295,Montenegro,tt0082770
3296,Run,tt0102818
3297,An Alan Smithee Film: Burn Hollywood Burn,tt0118577
3298,Division III: Football's Finest,tt1562849
3299,Common Wealth,tt0255067
3300,The Dark Backward,tt0101660
3301,Sitcom,tt0157044
3302,Imaginary Heroes,tt0373024
3303,Medusa Deluxe,tt14773478
3304,Kill Buljo: The Movie,tt0913401
3305,The Death Wheelers,tt0067630
3306,Jesus Christ Vampire Hunter,tt0311361
3307,The Cat and the Canary,tt0077304
3308,The Shortcut,tt1243955
3309,Shrunken Heads,tt0111175
3310,The Hitman,tt0102045
3311,With a Friend Like Harry...,tt0216800
3312,Kenny,tt0822389
3313,Free Money,tt0120678
3314,Fortress 2: Re-Entry,tt0179183
3315,My Demon Lover,tt0093589
3316,Trouble Man,tt0069414
3317,Countdown,tt4872162
3318,The Package,tt1884457
3319,99 Francs,tt0875113
3320,Splitting Heirs,tt0108207
3321,Full Moon High,tt0082425
3322,Terribly Happy,tt1087890
3323,Death in Brunswick,tt0101692
3324,Picking Up the Pieces,tt0192455
3325,From Noon Till Three,tt0074553
3326,Neon Maniacs,tt0127045
3327,Little Witches,tt0116897
3328,"This World, Then the Fireworks",tt0117898
3329,Scenes from the Class Struggle in Beverly Hills,tt0098261
3330,Dead Shack,tt6401004
3331,The Tripper,tt0760187
3332,Psycho Cop Returns,tt0107894
3333,Faithful,tt0116269
3334,Cyber Tracker,tt0109515
3335,Hammett,tt0085640
3336,Aqua Teen Forever: Plantasm,tt14636190
3337,Renegades,tt0098188
3338,Horror Hospital,tt0070190
3339,Trigun: Badlands Rumble,tt1703049
3340,Blood Theatre,tt0091561
3341,Retroactive,tt0117468
3342,The Perfect Dictatorship,tt3970854
3343,The Original Kings of Comedy,tt0236388
3344,Psychos in Love,tt0093800
3345,Bad Girls from Valley High,tt0216746
3346,No Such Thing,tt0248190
3347,Extreme Ops,tt0283160
3348,Baxter,tt0094713
3349,Funny Man,tt0109858
3350,Big Bully,tt0115676
3351,Whoever Slew Auntie Roo?,tt0067983
3352,"Enemies, A Love Story",tt0097276
3353,Suburban Mayhem,tt0450506
3354,Wilbur Wants to Kill Himself,tt0329767
3355,Girls Will Be Girls,tt0339071
3356,Grand Theft Parsons,tt0338075
3357,The Asian Connection,tt3187378
3358,Laal Rang,tt5600714
3359,It's A Wonderful Binge,tt16532314
3360,Even Dwarfs Started Small,tt0065436
3361,The Good Student,tt0478210
3362,Trash Fire,tt5076792
3363,Stardom,tt0192949
3364,Disorganized Crime,tt0097211
3365,Hard Core Logo,tt0116488
3366,Jinxed!,tt0084173
3367,My New Partner,tt0088002
3368,Testosterone,tt0378867
3369,Critical Care,tt0118901
3370,Dedication,tt0490579
3371,Penn & Teller Get Killed,tt0098073
3372,Venicephrenia,tt12412166
3373,Double Whammy,tt0250347
3374,Nobody's Baby,tt0215516
3375,Dragon Eyes,tt1735862
3376,A Gorgeous Girl Like Me,tt0069442
3377,Something for Everyone,tt0066392
3378,Susan's Plan,tt0145505
3379,"Little Fish, Strange Pond",tt1053880
3380,Terror Tract,tt0211661
3381,Angel,tt0083560
3382,Coldblooded,tt0112702
3383,A Pain in the Ass,tt0072934
3384,The Cutter,tt0432267
3385,Thin Ice,tt1512240
3386,Ali's Wedding,tt2782692
3387,Trailer Park Boys: Countdown to Liquor Day,tt1337032
3388,B. Monkey,tt0120594
3389,Birds of America,tt1029134
3390,The Myth of Fingerprints,tt0119746
3391,The Corpse Grinders,tt0068414
3392,Evil Aliens,tt0383353
3393,Sweatshop,tt1160374
3394,Jagame Thandhiram,tt10661848
3395,Best Man Down,tt1885300
3396,Cyborg Cop,tt0109517
3397,Britannia Hospital,tt0083694
3398,The Bodyguard from Beijing,tt0111835
3399,Two Heads Creek,tt6515200
3400,The Taking of Beverly Hills,tt0105526
3401,Bad Girls,tt0806940
3402,One in the Chamber,tt1881024
3403,The Filth and the Fury,tt0236216
3404,Dead Fish,tt0379240
3405,Private Pérez,tt0461336
3406,Some Guy Who Kills People,tt1568341
3407,Last Life in the Universe,tt0345549
3408,Fruit of Paradise,tt0064781
3409,Sibling Rivalry,tt0100611
3410,Hawks,tt0097487
3411,Jerry and Tom,tt0120867
3412,A Deal Is a Deal,tt1130980
3413,Weirdsville,tt0758798
3414,Cuba,tt0079013
3415,A Fistful of Fingers,tt0131396
3416,Kabluey,tt0816545
3417,Up from the Depths,tt0080066
3418,Mistress,tt0104892
3419,Office Killer,tt0119819
3420,Buba,tt21195548
3421,Jersey Shore Massacre,tt2713642
3422,Evil Breed: The Legend of Samhain,tt0318040
3423,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,tt0067980
3424,No Contest,tt0110675
3425,Beware: Children at Play,tt0112492
3426,Tony Manero,tt1223975
3427,Highway 61,tt0102035
3428,Down Terrace,tt1489167
3429,The Motive,tt5451244
3430,Bad Kids Go to Hell,tt1865573
3431,The Secret Lives of Dentists,tt0314630
3432,A Better Way to Die,tt0168504
3433,Hellbenders,tt1865393
3434,Blast,tt0361399
3435,Dirty Deeds,tt0280605
3436,The Revengers' Comedies,tt0120013
3437,The McKenzie Break,tt0066064
3438,Richard Pryor: Live on the Sunset Strip,tt0084597
3439,Midnight Ride,tt0100148
3440,Seven Stages to Achieve Eternal Bliss,tt4270452
3441,Out of the Dark,tt0113356
3442,The House of Flowers: The Movie,tt14549558
3443,AK vs AK,tt11651796
3444,Never Gonna Snow Again,tt9526784
3445,Rulers of the City,tt0076518
3446,Rabies,tt1754000
3447,Rubin and Ed,tt0102817
3448,Children of the Revolution,tt0115886
3449,Who Killed Bambi?,tt2604346
3450,Wave of Crimes,tt7459182
3451,Soldier Boyz,tt0114489
3452,The New Age,tt0110649
3453,American Crude,tt0415489
3454,Pups,tt0185101
3455,The Murderer,tt22696230
3456,The Last Horror Movie,tt0319728
3457,Natural Selection,tt1621426
3458,Blood Dolls,tt0203343
3459,Tiger on Beat,tt0095491
3460,The Sea,tt0332381
3461,For Roseanna,tt0120034
3462,How to Be a Serial Killer,tt1038971
3463,Happy Times,tt0303243
3464,Getting Away with Murder,tt0116405
3465,Angel's Dance,tt0159995
3466,Viva Italia!,tt0078012
3467,"Alfredo, Alfredo",tt0068189
3468,The Point Men,tt0254703
3469,Nosferatu,tt5040012
3470,The Lord of the Rings: The War of the Rohirrim,tt14824600
3471,The Crow,tt1340094
3472,In the Lost Lands,tt4419684
3473,The Witch,tt4263482
3474,Twilight,tt1099212
3475,The Witcher: Sirens of the Deep,tt15495150
3476,The Crow,tt0109506
3477,Harry Potter and the Deathly Hallows: Part 2,tt1201607
3478,Beauty and the Beast,tt2771200
3479,Damsel,tt13452446
3480,Reign of Fire,tt0253556
3481,The Shape of Water,tt5580390
3482,Sleepy Hollow,tt0162661
3483,Doctor Strange in the Multiverse of Madness,tt9419884
3484,Underworld,tt0320691
3485,Interview with the Vampire,tt0110148
3486,Alice in Wonderland,tt1014759
3487,Harry Potter and the Deathly Hallows: Part 1,tt0926084
3488,Doctor Sleep,tt5606664
3489,Labyrinth,tt0091369
3490,Masters of the Universe,tt0093507
3491,Beauty and the Beast,tt0101414
3492,Highlander,tt0091203
3493,Miss Peregrine's Home for Peculiar Children,tt1935859
3494,It Chapter Two,tt7349950
3495,Fantastic Beasts: The Secrets of Dumbledore,tt4123432
3496,Mortal Kombat,tt0293429
3497,Maleficent,tt1587310
3498,Legend,tt0089469
3499,Willow,tt0096446
3500,Conan the Barbarian,tt0082198
3501,Thor: The Dark World,tt1981115
3502,The Dark Tower,tt1648190
3503,Coraline,tt0327597
3504,Warcraft,tt0803096
3505,The Last Voyage of the Demeter,tt1001520
3506,Edward Scissorhands,tt0099487
3507,Batman Returns,tt0103776
3508,Hansel & Gretel: Witch Hunters,tt1428538
3509,Mortal Engines,tt1571234
3510,Hellboy,tt2274648
3511,Dark Shadows,tt1077368
3512,Mortal Kombat,tt0113855
3513,Ghost Rider,tt0259324
3514,The Last Witch Hunter,tt1618442
3515,Return to Oz,tt0089908
3516,Maleficent: Mistress of Evil,tt4777008
3517,Gretel & Hansel,tt9086228
3518,Hellboy,tt0167190
3519,Fallen,tt0119099
3520,Hocus Pocus,tt0107120
3521,Guillermo del Toro's Pinocchio,tt1488589
3522,Dracula Untold,tt0829150
3523,Teen Wolf: The Movie,tt15486810
3524,Only Lovers Left Alive,tt1714915
3525,Death Note,tt1241317
3526,The Witches,tt0100944
3527,The Wolfman,tt0780653
3528,The Witcher: Nightmare of the Wolf,tt11657662
3529,Underworld: Blood Wars,tt3717252
3530,Abraham Lincoln: Vampire Hunter,tt1611224
3531,The Keep,tt0085780
3532,The Nightmare Before Christmas,tt0107688
3533,The Huntsman: Winter's War,tt2381991
3534,Cool World,tt0104009
3535,Monster Hunter,tt6475714
3536,Corpse Bride,tt0121164
3537,Time Bandits,tt0081633
3538,Ladyhawke,tt0089457
3539,The Dark Crystal,tt0083791
3540,The Golden Compass,tt0385752
3541,Vampire Hunter D: Bloodlust,tt0216651
3542,Mad God,tt15090124
3543,Let Me In,tt1228987
3544,The Lord of the Rings,tt0077869
3545,Conan the Destroyer,tt0087078
3546,The Black Cauldron,tt0088814
3547,The Secret of NIMH,tt0084649
3548,A Monster Calls,tt3416532
3549,Tale of Tales,tt3278330
3550,The Sword and the Sorcerer,tt0084749
3551,The Last Unicorn,tt0084237
3552,Dracula 2000,tt0219653
3553,Fire and Ice,tt0085542
3554,Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,tt11032374
3555,Deathstalker,tt0087127
3556,Lady in the Water,tt0452637
3557,Mortal Kombat: Annihilation,tt0119707
3558,Krampus,tt3850590
3559,The House with a Clock in Its Walls,tt2119543
3560,Wizards,tt0076929
3561,Dragonslayer,tt0082288
3562,7 Guardians of the Tomb,tt4915672
3563,BloodRayne,tt0383222
3564,Dracula,tt0079073
3565,New Nightmare,tt0111686
3566,Mortal,tt5715066
3567,Mirrormask,tt0366780
3568,The Last Wave,tt0076299
3569,Something Wicked This Way Comes,tt0086336
3570,Conquest,tt0085356
3571,Night Watch,tt0403358
3572,Blacula,tt0068284
3573,Snow White: A Tale of Terror,tt0119227
3574,Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,tt26537229
3575,Vampire in Brooklyn,tt0114825
3576,Tideland,tt0410764
3577,Highlander: Endgame,tt0144964
3578,Diary of the Dead,tt0848557
3579,Mortal Kombat Legends: Scorpion's Revenge,tt9580138
3580,Highlander: The Final Dimension,tt0110027
3581,Made in Abyss: Dawn of the Deep Soul,tt10068916
3582,Hideaway,tt0113303
3583,Ganja & Hess,tt0068619
3584,Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,tt30395619
3585,Taste the Blood of Dracula,tt0065073
3586,Day Watch,tt0409904
3587,"Gamera, the Guardian of the Universe",tt0113142
3588,Hellbound,tt0107101
3589,Good Manners,tt5480782
3590,Black Butler: Book of the Atlantic,tt5476944
3591,Made in Abyss: Wandering Twilight,tt10068544
3592,The Minion,tt0139465
3593,The Gorge,tt13654226
3594,Eternal Sunshine of the Spotless Mind,tt0338013
3595,Love Lies Bleeding,tt19637052
3596,Cruel Intentions,tt0139134
3597,True Romance,tt0108399
3598,Little Children,tt0404203
3599,Unfaithful,tt0250797
3600,Indecent Proposal,tt0107211
3601,King Kong,tt0360717
3602,In the Mood for Love,tt0118694
3603,The Secret in Their Eyes,tt1305806
3604,Natural Born Killers,tt0110632
3605,Leaving Las Vegas,tt0113627
3606,Mr. Nobody,tt0485947
3607,Killing Me Softly,tt0250468
3608,Body Heat,tt0082089
3609,Crimson Peak,tt2554274
3610,Love Story,tt0066011
3611,Original Sin,tt0218922
3612,Bitter Moon,tt0104779
3613,Dangerous Liaisons,tt0094947
3614,Damage,tt0104237
3615,Rebecca,tt2235695
3616,Notes on a Scandal,tt0465551
3617,Girls on Film,tt28225049
3618,Halloween Ends,tt10665342
3619,Lady Macbeth,tt4291600
3620,Three Colors: Blue,tt0108394
3621,Head-On,tt0347048
3622,Seeking a Friend for the End of the World,tt1307068
3623,Three Colors: Red,tt0111495
3624,Sid and Nancy,tt0091954
3625,Wolf,tt0111742
3626,The Exception,tt4721124
3627,The One I Love,tt2756032
3628,Wuthering Heights,tt0104181
3629,Perdita Durango,tt0119879
3630,Raise the Red Lantern,tt0101640
3631,Random Hearts,tt0156934
3632,Equals,tt3289728
3633,Faithless,tt0157122
3634,Broken Embraces,tt0913425
3635,Asylum,tt0348505
3636,Read My Lips,tt0274117
3637,Love and a .45,tt0110395
3638,Married Life,tt0804505
3639,Dot the I,tt0326835
3640,Lovers: A True Story,tt0101317
3641,Dune: Part One,tt1160419
3642,The Mummy,tt0120616
3643,Dune,tt0087182
3644,Raiders of the Lost Ark,tt0082971
3645,Holes,tt0311289
3646,Indiana Jones and the Last Crusade,tt0097576
3647,Aladdin,tt6139732
3648,The Extraordinary Adventures of Adèle Blanc-Sec,tt1179025
3649,Stargate,tt0111282
3650,Aladdin,tt0103639
3651,The English Patient,tt0116209
3652,The Mummy Returns,tt0209163
3653,Gods of Egypt,tt2404233
3654,The Prince of Egypt,tt0120794
3655,Prince of Persia: The Sands of Time,tt0473075
3656,Bite the Bullet,tt0072705
3657,The Mummy: Tomb of the Dragon Emperor,tt0859163
3658,The Way Back,tt1023114
3659,The Scorpion King,tt0277296
3660,Sahara,tt0318649
3661,Geronimo: An American Legend,tt0107004
3662,The Lone Ranger,tt1210819
3663,The Rescuers Down Under,tt0100477
3664,The Gods Must Be Crazy,tt0080801
3665,Hidalgo,tt0317648
3666,Hidden Strike,tt6879446
3667,Flight of the Phoenix,tt0377062
3668,An American Tail: Fievel Goes West,tt0101329
3669,Queen of the Desert,tt1837636
3670,Tracks,tt2167266
3671,The Sheltering Sky,tt0100594
3672,Gerry,tt0302674
3673,The Thief and the Cobbler,tt0112389
3674,Sahara,tt0086232
3675,Lawman,tt0067333
3676,A Far Off Place,tt0106868
3677,Ulzana's Raid,tt0069436
3678,Metalstorm: The Destruction of Jared-Syn,tt0085935
3679,El Norte,tt0085482
3680,Battletruck,tt0084887
3681,Sphinx,tt0083113
3682,The Touch,tt0293660
3683,Jurassic Park,tt0107290
3684,Jurassic World: Dominion,tt8041270
3685,Jurassic World,tt0369610
3686,The Lost World: Jurassic Park,tt0119567
3687,Jurassic World: Fallen Kingdom,tt4881806
3688,Jurassic Park III,tt0163025
3689,65,tt12261776
3690,Godzilla vs. Kong,tt5034838
3691,Godzilla,tt0831387
3692,The Land Before Time,tt0095489
3693,King Kong,tt0074751
3694,Journey to the Center of the Earth,tt0373051
3695,Godzilla,tt0120685
3696,Land of the Lost,tt0457400
3697,"10,000 BC",tt0443649
3698,We're Back! A Dinosaur's Story,tt0108526
3699,When Dinosaurs Ruled the Earth,tt0066561
3700,Barney's Great Adventure,tt0120598
3701,The People That Time Forgot,tt0076535
3702,One of Our Dinosaurs Is Missing,tt0075016
3703,Baby: Secret of the Lost Legend,tt0088760
3704,The Land That Time Forgot,tt0073260
3705,Prehysteria!,tt0107870
3706,The Dinosaur Project,tt1907779
3707,Godzilla vs. Mechagodzilla II,tt0107027
3708,Godzilla vs. Megalon,tt0070122
3709,Adventures in Dinosaur City,tt0103621
3710,Godzilla vs. Hedorah,tt0067148
3711,The Crater Lake Monster,tt0075888
3712,Doraemon the Movie: Nobita's Dinosaur,tt0802983
3713,Back to the Jurassic,tt1321862
3714,Rise of the Dinosaurs,tt2303110
3715,Dinocroc,tt0365653
3716,Titanic,tt0120338
3717,Twisters,tt12584954
3718,The Poseidon Adventure,tt0069113
3719,Armageddon,tt0120591
3720,Twister,tt0117998
3721,The Day After Tomorrow,tt0319262
3722,The Impossible,tt1649419
3723,Die Hard,tt0095016
3724,Greenland,tt7737786
3725,2012,tt1190080
3726,Cloverfield,tt1060277
3727,World War Z,tt0816711
3728,Deepwater Horizon,tt1860357
3729,San Andreas,tt2126355
3730,Deep Impact,tt0120647
3731,Knowing,tt0448011
3732,Moonfall,tt5834426
3733,Only the Brave,tt3829920
3734,Gravity,tt1454468
3735,Geostorm,tt1981128
3736,Thirteen Lives,tt12262116
3737,Sully,tt3263904
3738,Underwater,tt5774060
3739,No Way Up,tt16253418
3740,Contagion,tt1598778
3741,Unstoppable,tt0477080
3742,Outbreak,tt0114069
3743,Pompeii,tt1921064
3744,The Towering Inferno,tt0072308
3745,Poseidon,tt0409182
