from_tconst,from_title,from_year,from_runtimeMinutes,from_averageRating,from_numVotes,from_budget,from_revenue
tt0164181,Stir of Echoes,1999.0,99,6.9,90314,12000000,21142914
tt0164184,The Sum of All Fears,2002.0,124,6.5,127819,68000000,193921372
tt0164212,Under Suspicion,2000.0,110,6.4,29017,25000000,1308242
tt0164334,Along Came a Spider,2001.0,104,6.4,98811,60000000,105200000
tt0165494,Ringmaster,1998.0,90,3.3,5459,3500000,9247881
tt0165710,Detroit Rock City,1999.0,95,6.8,42083,6500000,4217115
tt0165854,The Limey,1999.0,89,6.9,36059,10000000,3204663
tt0165929,Romeo Must Die,2000.0,115,6.1,75211,25000000,91036760
tt0165982,Sinbad: Legend of the Seven Seas,2003.0,86,6.7,61589,60000000,80767884
tt0166175,East Is East,1999.0,96,6.9,20433,3800000,28200000
tt0166276,Monkeybone,2001.0,93,4.8,19614,75000000,5409517
tt0166396,Waking Ned Devine,1998.0,91,7.3,28848,3000000,43515982
tt0166485,Anna and the King,1999.0,148,6.7,39665,75000000,113996937
tt0166896,The Straight Story,1999.0,112,8.0,103210,10000000,6418028
tt0166924,Mulholland Drive,2001.0,147,7.9,403752,15000000,20289986
tt0167190,Hellboy,2004.0,122,6.9,359915,66000000,99318987
tt0167203,I Dreamed of Africa,2000.0,114,5.6,5011,34000000,14400327
tt0167260,The Lord of the Rings: The Return of the King,2003.0,201,9.0,2063158,94000000,1118888979
tt0167261,The Lord of the Rings: The Two Towers,2002.0,179,8.8,1859301,79000000,926287400
tt0167404,The Sixth Sense,1999.0,107,8.2,1092161,40000000,672800000
tt0167456,Thunderbirds,2004.0,95,4.3,14761,57000000,28283637
tt0168501,The Best Man,1999.0,120,6.7,12359,9000000,34573780
tt0168629,Dancer in the Dark,2000.0,135,7.9,120028,12500000,40061153
tt0168786,Antwone Fisher,2002.0,120,7.3,39501,12500000,23400000
tt0169547,American Beauty,1999.0,122,8.3,1243481,15000000,356296601
tt0170016,How the Grinch Stole Christmas,2000.0,104,6.4,311175,123000000,345800000
tt0171356,Gun Shy,2000.0,101,5.6,8072,10000000,1600000
tt0171359,Hamlet,2000.0,112,5.9,10197,2000000,1568749
tt0171363,The Haunting,1999.0,113,5.0,82338,80000000,177300000
tt0171433,Keeping the Faith,2000.0,128,6.4,53773,30000000,59945183
tt0171580,Nurse Betty,2000.0,110,6.3,36638,24000000,29364989
tt0171804,Boys Don't Cry,1999.0,118,7.5,105687,2000000,11540607
tt0172156,Bad Boys II,2003.0,147,6.6,279858,130000000,273339556
tt0172396,The End of the Affair,1999.0,102,7.0,24659,23000000,10827816
tt0172493,"Girl, Interrupted",1999.0,127,7.3,222562,40000000,48350205
tt0172495,Gladiator,2000.0,155,8.5,1742974,103000000,465361176
tt0173840,Final Fantasy: The Spirits Within,2001.0,106,6.4,84911,137000000,85131830
tt0174856,The Hurricane,1999.0,146,7.6,104893,50000000,73956241
tt0175142,Scary Movie,2000.0,88,6.3,300762,19000000,278019771
tt0175880,Magnolia,1999.0,188,8.0,336593,37000000,48500000
tt0176269,Universal Soldier: The Return,1999.0,83,4.2,31364,33500000,10667893
tt0176783,Gossip,2000.0,90,5.9,17950,14000000,5108820
tt0177789,Galaxy Quest,1999.0,102,7.4,184727,45000000,90683916
tt0177971,The Perfect Storm,2000.0,130,6.5,182905,130000000,328718434
tt0179098,Moonlight Mile,2002.0,117,6.6,14925,21000000,10011050
tt0179116,But I'm a Cheerleader,1999.0,85,6.8,45980,1200000,2600000
tt0180052,The Adventures of Pluto Nash,2002.0,95,3.9,27657,100000000,7103973
tt0180073,Quills,2000.0,124,7.2,57902,13500000,7060876
tt0180093,Requiem for a Dream,2000.0,102,8.3,932773,4500000,7390108
tt0180734,Hardball,2001.0,106,6.4,34569,32000000,40222729
tt0181151,What Planet Are You From?,2000.0,105,5.6,9960,60000000,14100000
tt0181316,Blue Streak,1999.0,93,6.4,91139,65000000,117758500
tt0181536,Finding Forrester,2000.0,136,7.3,91325,43000000,80100000
tt0181689,Minority Report,2002.0,145,7.6,599752,102000000,358372926
tt0181739,Osmosis Jones,2001.0,95,6.3,40037,75000000,13596911
tt0181852,Terminator 3: Rise of the Machines,2003.0,109,6.3,426872,200000000,435000000
tt0181865,Traffic,2000.0,147,7.6,224245,48000000,207500000
tt0181875,Almost Famous,2000.0,122,7.9,302338,60000000,47386287
tt0181984,Boiler Room,2000.0,120,7.0,57720,7000000,28780255
tt0182789,Bicentennial Man,1999.0,132,6.9,128066,100000000,87423861
tt0183505,"Me, Myself & Irene",2000.0,116,6.6,257586,51000000,149270999
tt0183649,Phone Booth,2002.0,81,7.1,293585,13000000,97837138
tt0183659,Pollock,2000.0,122,7.0,30228,6000000,10994533
tt0183790,A Knight's Tale,2001.0,132,7.0,209336,65000000,117487473
tt0184858,Reindeer Games,2000.0,104,5.8,43415,42000000,32168970
tt0184894,Shanghai Noon,2000.0,110,6.6,138329,55000000,99274467
tt0184907,Snow Day,2000.0,89,5.2,14217,13000000,62464731
tt0185014,Wonder Boys,2000.0,107,7.2,67662,35000000,33426588
tt0185371,House on Haunted Hill,1999.0,93,5.6,61702,37000000,40846082
tt0185431,Little Nicky,2000.0,90,5.3,115466,85000000,58292295
tt0185937,The Blair Witch Project,1999.0,81,6.5,300182,60000,248639099
tt0186045,Drowning Mona,2000.0,96,5.7,15913,6000000,15427192
tt0186151,Frequency,2000.0,118,7.4,118927,31000000,68106245
tt0186589,Sugar & Spice,2001.0,81,5.7,15792,11000000,13276953
tt0186894,Bounce,2000.0,106,5.8,22076,35000000,36779296
tt0187078,Gone in 60 Seconds,2000.0,118,6.5,301930,90000000,237200000
tt0187393,The Patriot,2000.0,165,7.2,302515,110000000,215294342
tt0187738,Blade II,2002.0,117,6.7,243509,54000000,155010032
tt0188674,Human Traffic,1999.0,99,7.1,28160,600000,4000000
tt0188863,Love Stinks,1999.0,94,5.7,5650,4000000,2924635
tt0189998,Shadow of the Vampire,2000.0,92,6.9,46441,8000000,8279017
tt0190138,The Whole Nine Yards,2000.0,98,6.7,132048,41300000,106371651
tt0190590,"O Brother, Where Art Thou?",2000.0,107,7.7,339889,26000000,71900000
tt0190865,Vertical Limit,2000.0,124,6.0,66786,75000000,215663859
tt0191397,The Replacements,2000.0,118,6.6,71696,50000000,50054511
tt0192071,Get Over It,2001.0,87,5.7,20481,22000000,19900366
tt0192111,Head Over Heels,2001.0,86,5.4,15643,14000000,13127022
tt0192731,Urban Legends: Final Cut,2000.0,97,4.4,19493,14000000,38574362
tt0194218,Panic,2000.0,88,6.6,9419,1000000,779137
tt0195685,Erin Brockovich,2000.0,131,7.5,232237,52000000,256271286
tt0195714,Final Destination,2000.0,98,6.7,295767,23000000,112880294
tt0195945,Next Friday,2000.0,98,6.1,45525,11000000,59827328
tt0196229,Zoolander,2001.0,90,6.5,304233,28000000,60780981
tt0198781,"Monsters, Inc.",2001.0,92,8.1,1020025,115000000,579700000
tt0199725,Love & Basketball,2000.0,124,7.2,25407,20000000,27728118
tt0199753,Red Planet,2000.0,106,5.7,60764,80000000,33463969
tt0200465,The Bank Job,2008.0,111,7.2,192837,20000000,64828421
tt0200550,Coyote Ugly,2000.0,100,5.8,124178,45000000,113900000
tt0200669,The Golden Bowl,2000.0,130,5.9,4668,15000000,5753678
tt0200720,The House of Mirth,2000.0,135,7.0,8277,10000000,5164404
tt0202402,Whatever It Takes,2000.0,94,5.5,12508,15000000,9902115
tt0202677,The Way of the Gun,2000.0,119,6.6,35955,8500000,19125401
tt0203009,Moulin Rouge!,2001.0,127,7.6,306199,52500000,179213434
tt0203755,One Night at McCool's,2001.0,93,6.2,31644,18000000,13500000
tt0204175,Boys and Girls,2000.0,94,5.4,17894,16000000,20627372
tt0204946,Bring It On,2000.0,98,6.2,109516,28000000,90449929
tt0205000,Deuce Bigalow: Male Gigolo,1999.0,88,5.7,82201,17000000,92938755
tt0205271,Dr. T & the Women,2000.0,122,4.7,20542,23000000,22844291
tt0205461,Thomas and the Magic Railroad,2000.0,85,4.2,4985,19000000,19748009
tt0206113,Madison,2001.0,99,6.3,1660,13500000,517262
tt0206314,Joy Ride,2001.0,97,6.6,78652,23000000,36642838
tt0206420,Woman on Top,2000.0,92,5.3,11082,8000000,10194274
tt0206634,Children of Men,2006.0,109,7.9,545198,76000000,70595464
tt0207201,What Women Want,2000.0,127,6.5,229875,70000000,374100000
tt0208092,Snatch,2000.0,102,8.2,940230,10000000,83600000
tt0208874,The Contender,2000.0,126,6.9,25498,20000000,22428990
tt0209144,Memento,2000.0,113,8.4,1369970,9000000,40047236
tt0209163,The Mummy Returns,2001.0,130,6.4,356243,98000000,443280904
tt0209475,The Wedding Planner,2001.0,103,5.4,89593,35000000,94700000
tt0209958,The Cell,2000.0,107,6.4,112398,33000000,104155843
tt0210945,Remember the Titans,2000.0,113,7.8,239352,30000000,136700000
tt0211181,102 Dalmatians,2000.0,100,4.9,40596,85000000,183611771
tt0211443,Jason X,2001.0,92,4.5,63812,11000000,16951798
tt0211465,Knockaround Guys,2001.0,92,6.1,25269,15000000,12806614
tt0211933,Awake,2007.0,84,6.5,82996,86000000,14373825
tt0211938,Bait,2000.0,119,5.7,13418,35000000,15500000
tt0212338,Meet the Parents,2000.0,108,7.0,366300,55000000,330444045
tt0212346,Miss Congeniality,2000.0,109,6.3,238703,45000000,212000000
tt0212720,A.I. Artificial Intelligence,2001.0,146,7.2,330062,100000000,235926552
tt0212826,Bread and Roses,2000.0,110,7.0,6242,5500000,706876
tt0212985,Hannibal,2001.0,131,6.8,303033,87000000,351692268
tt0213149,Pearl Harbor,2001.0,183,6.2,359958,140000000,449220945
tt0213790,The Ladies Man,2000.0,84,5.2,14090,24000000,13700000
tt0215129,Road Trip,2000.0,93,6.5,182714,16000000,119754278
tt0215545,Bamboozled,2000.0,135,6.7,12657,10000000,2463650
tt0215750,Enemy at the Gates,2001.0,131,7.5,284062,68000000,96976270
tt0216216,The 6th Day,2000.0,123,5.9,130377,82000000,96085477
tt0217505,Gangs of New York,2002.0,167,7.5,486245,100000000,193800000
tt0218619,Soul Survivors,2001.0,84,3.9,9903,17000000,4299141
tt0218817,Antitrust,2001.0,108,6.1,30785,30000000,18200000
tt0218922,Original Sin,2001.0,116,6.0,61545,42000000,35402320
tt0218967,The Family Man,2000.0,125,6.8,125693,60000000,124700000
tt0219653,Dracula 2000,2000.0,99,4.9,37607,28000000,47053625
tt0219699,The Gift,2000.0,111,6.7,77462,10000000,12008642
tt0219822,Human Nature,2001.0,96,6.4,19276,6000000,1600000
tt0219854,The Kid,2000.0,104,6.1,45244,65000000,110317580
tt0219965,Bandits,2001.0,123,6.5,72466,75000000,67631903
tt0220099,The Tigger Movie,2000.0,77,6.3,20961,30000000,45554533
tt0220506,Halloween: Resurrection,2002.0,90,3.9,51364,13000000,37700000
tt0221027,Blow,2001.0,124,7.5,280911,53000000,83300000
tt0221218,The Glass House,2001.0,106,5.8,41030,30000000,23619609
tt0227445,The Score,2001.0,124,6.8,138279,68000000,113579918
tt0227538,Spy Kids,2001.0,88,5.6,131081,35000000,147934180
tt0227984,Formula 51,2001.0,93,6.3,51690,27000000,12881605
tt0229260,Book of Shadows: Blair Witch 2,2000.0,90,4.0,40986,15000000,47737094
tt0230011,Atlantis: The Lost Empire,2001.0,95,6.9,140218,120000000,186053725
tt0230030,Bedazzled,2000.0,93,6.1,114923,48000000,90383208
tt0230600,The Others,2001.0,104,7.6,407583,17000000,210002906
tt0231775,Down to Earth,2001.0,87,5.4,25223,30000000,71186502
tt0232500,The Fast and the Furious,2001.0,106,6.8,435205,38000000,207283925
tt0234215,The Matrix Reloaded,2003.0,138,7.2,648982,150000000,738599701
tt0234354,Novocaine,2001.0,95,5.8,12006,6000000,2025238
tt0234829,Summer Catch,2001.0,104,5.1,16922,34000000,19693891
tt0236348,Josie and the Pussycats,2001.0,98,5.7,25605,22000000,14866444
tt0236388,The Original Kings of Comedy,2000.0,115,6.8,6219,13000000,38251106
tt0236493,The Mexican,2001.0,123,6.1,118305,57000000,147845033
tt0236784,The Tailor of Panama,2001.0,109,6.1,31918,21000000,28000000
tt0237572,The Pledge,2001.0,124,6.7,72463,35000000,29419291
tt0238112,Captain Corelli's Mandolin,2001.0,131,5.9,36649,57000000,62112895
tt0238380,Equilibrium,2002.0,107,7.3,354090,20000000,5400000
tt0238546,Queen of the Damned,2002.0,101,5.3,62097,35000000,45479110
tt0238552,Replicant,2001.0,100,5.4,16137,17000000,894844
tt0239395,Cats & Dogs,2001.0,87,5.2,63929,60000000,93375151
tt0239948,Saving Silverman,2001.0,90,5.9,43914,22000000,19351569
tt0239949,Say It Isn't So,2001.0,95,5.0,13980,25000000,12320393
tt0240468,Kung Pow: Enter the Fist,2002.0,81,6.2,49518,10000000,17000000
tt0240510,The Four Feathers,2002.0,132,6.5,35983,35000000,29882645
tt0240772,Ocean's Eleven,2001.0,116,7.7,641683,85000000,450717150
tt0240890,Serendipity,2001.0,90,6.8,126067,28000000,77516304
tt0241025,Vanity Fair,2004.0,141,6.2,23820,23000000,16123851
tt0241303,Chocolat,2000.0,121,7.2,206109,25000000,152500000
tt0241527,Harry Potter and the Sorcerer's Stone,2001.0,152,7.7,897778,125000000,976475550
tt0242252,The Affair of the Necklace,2001.0,118,6.0,5687,30000000,1198113
tt0242423,"Dude, Where's My Car?",2000.0,83,5.5,148786,13000000,73180723
tt0242445,Exit Wounds,2001.0,101,5.6,37633,33000000,79958599
tt0242653,The Matrix Revolutions,2003.0,129,6.7,558676,150000000,424988211
tt0242998,Valentine,2001.0,96,4.9,30667,10000000,16300000
tt0243155,Bridget Jones's Diary,2001.0,97,6.8,276327,25000000,281929795
tt0243736,40 Days and 40 Nights,2002.0,96,5.6,77083,17000000,95146283
tt0244244,Swordfish,2001.0,99,6.5,199632,102000000,147080413
tt0244970,Someone Like You,2001.0,97,6.1,28083,23000000,38689940
tt0245120,The Forsaken,2001.0,90,5.3,9440,15000000,8704851
tt0245562,Windtalkers,2002.0,134,6.1,75216,115000000,77600000
tt0245674,Thir13en Ghosts,2001.0,91,5.6,97123,42000000,68467960
tt0245686,Joe Dirt,2001.0,91,6.0,62839,17700000,30987695
tt0245803,Bulletproof Monk,2003.0,104,5.5,52951,52000000,37713879
tt0245844,The Count of Monte Cristo,2002.0,131,7.7,153986,35000000,75395048
tt0246460,Die Another Day,2002.0,133,6.1,233808,142000000,431971116
tt0246464,Big Trouble,2002.0,85,6.4,22125,40000000,8493890
tt0246544,The Musketeer,2001.0,104,4.8,15231,40000000,27053815
tt0246578,Donnie Darko,2001.0,113,8.0,877366,4500000,7500000
tt0246894,Rollerball,2002.0,98,3.1,30265,70000000,25852764
tt0247199,The Believer,2001.0,98,7.1,42159,1500000,1309316
tt0247425,In the Bedroom,2001.0,131,7.4,43197,1700000,44800000
tt0247638,The Princess Diaries,2001.0,115,6.4,172281,37000000,165335153
tt0247745,Super Troopers,2001.0,100,7.0,115665,3000000,23182223
tt0248667,Ali,2001.0,157,6.7,107741,107000000,87700000
tt0248845,Hedwig and the Angry Inch,2001.0,95,7.7,38200,6000000,3660081
tt0249462,Billy Elliot,2000.0,110,7.7,147434,5000000,109280263
tt0250274,The Brothers,2001.0,106,6.3,5195,6000000,27900000
tt0250310,Corky Romano,2001.0,86,4.7,13957,11000000,23978402
tt0250468,Killing Me Softly,2002.0,100,5.4,20086,25000000,7775138
tt0250494,Legally Blonde,2001.0,96,6.5,263773,18000000,141774679
tt0250687,Rat Race,2001.0,112,6.5,126174,48000000,85498534
tt0250797,Unfaithful,2002.0,124,6.7,102289,50000000,119137784
tt0251075,Evolution,2001.0,101,6.1,138993,80000000,98376292
tt0251114,Hart's War,2002.0,125,6.4,56437,70000000,32287044
tt0251127,How to Lose a Guy in 10 Days,2003.0,116,6.5,294340,50000000,177500000
tt0251160,John Q,2002.0,116,7.1,148106,36000000,102244770
tt0251736,House of 1000 Corpses,2003.0,89,6.0,96813,7000000,17949758
tt0252028,Surviving Christmas,2004.0,91,5.5,29455,45000000,14793624
tt0252076,Maid in Manhattan,2002.0,105,5.4,99082,55000000,154906693
tt0252299,Buffalo Soldiers,2001.0,98,6.7,25924,15000000,2300805
tt0252444,Rabbit-Proof Fence,2002.0,94,7.4,30986,6000000,16200000
tt0252503,Heist,2001.0,109,6.5,40070,35000000,28500000
tt0252866,American Pie 2,2001.0,108,6.4,277289,30000000,287553595
tt0253474,The Pianist,2002.0,150,8.5,960421,35000000,120098945
tt0253556,Reign of Fire,2002.0,101,6.2,148750,60000000,82150183
tt0253798,Out Cold,2001.0,89,6.3,18891,24000000,14782676
tt0253867,The Sweetest Thing,2002.0,84,5.2,64120,43000000,68696770
tt0255798,The Animal,2001.0,84,4.8,65434,22000000,84772742
tt0256380,Shallow Hal,2001.0,114,6.0,148849,40000000,141069860
tt0256415,Sweet Home Alabama,2002.0,108,6.2,127697,30000000,180622424
tt0257044,Road to Perdition,2002.0,117,7.7,292014,80000000,181001478
tt0257106,Scary Movie 2,2001.0,83,5.4,181738,45000000,141220678
tt0257360,About Schmidt,2002.0,125,7.2,135554,30000000,105834556
tt0257516,Cursed,2005.0,97,5.1,36168,35000000,19300000
tt0257568,Kangaroo Jack,2003.0,89,4.5,34668,60000000,88900000
tt0257756,High Crimes,2002.0,115,6.4,49637,42000000,63781810
tt0258000,Panic Room,2002.0,112,6.8,305677,48000000,197100000
tt0258038,Pootie Tang,2001.0,81,5.3,15388,7000000,3300000
tt0258068,The Quiet American,2002.0,101,7.0,30320,30000000,27674124
tt0258153,S1m0ne,2002.0,117,6.1,63276,10000000,19576023
tt0258463,The Bourne Identity,2002.0,119,7.8,592182,60000000,214034224
tt0259288,Dragonfly,2002.0,104,6.1,40770,60000000,52322400
tt0259324,Ghost Rider,2007.0,110,5.3,259655,110000000,228738393
tt0259446,My Big Fat Greek Wedding,2002.0,95,6.6,147833,5000000,368744044
tt0259711,Vanilla Sky,2001.0,136,6.9,293068,68000000,203388341
tt0260866,Don't Say a Word,2001.0,113,6.3,58554,50000000,100020092
tt0261289,Serving Sara,2002.0,99,5.3,19241,29000000,16930185
tt0261392,Jay and Silent Bob Strike Back,2001.0,104,6.8,163499,22000000,33788161
tt0263488,Jeepers Creepers,2001.0,90,6.2,149202,10000000,59217789
tt0264150,View from the Top,2003.0,87,5.3,29559,30000000,19526014
tt0264464,Catch Me If You Can,2002.0,141,8.1,1153421,52000000,352114312
tt0264761,Kissing Jessica Stein,2001.0,97,6.5,17727,1000000,10013424
tt0264935,Murder by Numbers,2002.0,115,6.2,64203,50000000,56714147
tt0265029,America's Sweethearts,2001.0,102,5.7,61678,64400000,138191428
tt0265086,Black Hawk Down,2001.0,144,7.7,437445,92000000,172989651
tt0265087,Black Knight,2001.0,95,4.9,44460,50000000,33422806
tt0265208,The Girl Next Door,2004.0,109,6.7,250020,21000000,31635150
tt0265298,Big Fat Liar,2002.0,88,5.5,41547,15000000,52970014
tt0265349,The Mothman Prophecies,2002.0,119,6.4,86918,32000000,55305279
tt0265459,One Hour Photo,2002.0,96,6.8,135551,12000000,52223306
tt0265651,Ripley's Game,2002.0,110,6.6,19996,30000000,6200000
tt0265662,The Rookie,2002.0,127,6.9,38089,20000000,75597042
tt0265666,The Royal Tenenbaums,2001.0,110,7.6,320938,21000000,71441250
tt0265808,Stealing Harvard,2002.0,85,5.1,13979,25000000,14277032
tt0266391,The Cat's Meow,2001.0,114,6.4,9271,7000000,3646994
tt0266452,Death to Smoochy,2002.0,109,6.3,43547,55000000,8400000
tt0266465,A Man Apart,2003.0,109,6.0,50227,36000000,44350926
tt0266489,Duplex,2003.0,89,5.9,63972,40000000,19322135
tt0266543,Finding Nemo,2003.0,100,8.2,1152143,94000000,940335536
tt0266697,Kill Bill: Vol. 1,2003.0,111,8.2,1242238,30000000,180906076
tt0266747,Marci X,2003.0,84,3.0,5543,20000000,1675706
tt0266915,Rush Hour 2,2001.0,90,6.7,248255,90000000,347325802
tt0266987,Spy Game,2001.0,126,7.1,171846,115000000,143049560
tt0267248,Abandon,2002.0,99,4.8,10289,25000000,10719357
tt0267804,The One,2001.0,87,5.9,97674,49000000,72689126
tt0267913,Scooby-Doo,2002.0,86,5.3,131787,84000000,275650703
tt0268126,Adaptation.,2002.0,115,7.7,208050,19000000,32800000
tt0268380,Ice Age,2002.0,81,7.5,539765,59000000,383257136
tt0268397,Jimmy Neutron: Boy Genius,2001.0,82,6.1,39228,25000000,80936232
tt0268695,The Time Machine,2002.0,96,6.0,132934,80000000,123700000
tt0268978,A Beautiful Mind,2001.0,135,8.2,1016826,58000000,316800000
tt0268995,The Majestic,2001.0,152,6.9,59220,72000000,37317673
tt0269095,City by the Sea,2002.0,108,6.1,27049,40000000,22433915
tt0269341,Two Can Play That Game,2001.0,90,6.1,7650,13000000,22390000
tt0269347,The Hunted,2003.0,94,6.1,52925,55000000,34234008
tt0270288,Confessions of a Dangerous Mind,2002.0,113,7.0,93547,30000000,33013805
tt0271027,Kiss of the Dragon,2001.0,98,6.6,67960,25000000,64437847
tt0271259,Welcome to Collinwood,2002.0,86,6.3,15924,7000000,4402922
tt0271367,Eight Legged Freaks,2002.0,99,5.5,61583,30000000,45900000
tt0272020,The Last Castle,2001.0,131,6.9,87241,72000000,27642707
tt0272152,K-PAX,2001.0,120,7.4,196707,48000000,50315140
tt0272207,Narc,2002.0,105,7.1,44190,6500000,12633747
tt0272338,Punch-Drunk Love,2002.0,95,7.3,184374,25000000,24665649
tt0273517,Darkness,2002.0,88,5.4,20672,10600000,33988736
tt0273923,Orange County,2002.0,82,6.2,52768,18000000,43300000
tt0274166,Johnny English,2003.0,87,6.3,179398,40000000,160466000
tt0274558,The Hours,2002.0,110,7.5,143768,25000000,108846217
tt0274812,Secretary,2002.0,107,6.9,103538,4000000,9300000
tt0275022,Crossroads,2002.0,93,3.8,45653,12000000,61141030
tt0275847,Lilo & Stitch,2002.0,85,7.3,222491,80000000,273144151
tt0276033,The Country Bears,2002.0,88,4.3,6337,35000000,18012097
tt0276919,Dogville,2003.0,171,8.0,163229,10000000,16690617
tt0277296,The Scorpion King,2002.0,92,5.5,148507,60000000,165333180
tt0277371,Not Another Teen Movie,2001.0,89,5.8,120436,16000000,66468332
tt0278295,All About the Benjamins,2002.0,95,5.8,16022,14000000,25482931
tt0278488,How High,2001.0,93,6.2,63364,12000000,31200000
tt0278500,The Importance of Being Earnest,2002.0,97,6.8,25314,15000000,17300000
tt0278504,Insomnia,2002.0,118,7.2,328135,46000000,113714830
